Introduction,Header,Name,Account,Alias,BaseCurrency,AccountType,AnalysisPeriod,PerformanceMeasure
Introduction,Data,Golden Horse Global Macro Discretionary Fund,U8251256,,USD,Separate Trading Limit,"January 1, 2025 to January 27, 2025 (Daily)",TWR
Key Statistics,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Key Statistics,Header,BeginningNAV,EndingNAV,CumulativeReturn,5DayReturn,5DayReturnDateRange,10DayReturn,10DayReturnDateRange,BestReturn,BestReturnDate,WorstReturn,WorstReturnDate,MTM,Deposits & Withdrawals,Dividends,Interest,Fees & Commissions,Other,ChangeInNAV
Key Statistics,Data,71204922.76916799,66306529.445871726,6.593675941,-2.131646095,20250121 - 20250127,9.73125894,20250114 - 20250127,6.647500711,20250115,-7.565892408,20250127,4584464.210516995,-9000000,93053.9590706,-540996.3426907,-26205.276448133,-8709.873745025,-4898393.323296264
Historical Performance Benchmark Comparison,MetaInfo,Analysis Period,"March 22, 2018 - January 27, 2025"
Historical Performance Benchmark Comparison,Header,Account,MTD,QTD,YTD,1 Year,3 Year,5 Year,Since Inception
Historical Performance Benchmark Comparison,Data,SPXTR,2.29533869,2.29533869,2.29533869,24.626376291,44.81473563,97.395841117,148.696845768
Historical Performance Benchmark Comparison,Data,EFA,4.787726491,4.787726491,4.787726491,8.899434298,15.650190881,31.805295783,39.345803587
Historical Performance Benchmark Comparison,Data,VT,2.579162411,2.579162411,2.579162411,18.609032059,29.03507143,63.000151249,86.069173528
Historical Performance Benchmark Comparison,Data,U8251256,6.593675937,6.593675937,6.593675937,51.405130812,40.548027702,-62.990041704,< -2000000
Allocation by Financial Instrument,Data,20250127,0,0,0,0,66306529.445871726,66306529.445871726
Allocation and Performance by Region,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Allocation and Performance by Region,Header,Allocation by Region,Ending NAV,Ending %,Period NAV,Period %
Allocation and Performance by Region,Data,Asia,3173860.211834928,4.786648069743807,-1.780610257633482E7,-24.677554645822024
Allocation and Performance by Region,Data,China,0.0,0.0,-9779771.519000001,-13.7346845395845
Allocation and Performance by Region,Data,Hong Kong,3079229.465695401,4.643930984518018,8680598.880148154,12.510478965492961
Allocation and Performance by Region,Data,Japan,53909.78235297233,0.08130388184014474,7585.25560475533,0.016245842386339315
Allocation and Performance by Region,Data,Singapore,40720.9637865546,0.0614132033856432,-648880.1930877239,-0.9070607869728976
Allocation and Performance by Region,Data,Taiwan,0.0,0.0,-1.6065635E7,-22.562534127143916
Allocation and Performance by Region,Data,Europe,-846.4186435017249,-0.0012765238213722,-345131.4724700466,-0.4847895176387345
Allocation and Performance by Region,Data,Eurozone,-846.4186419863998,-0.001276523819086867,-13.822470223799769,-1.0722801848371362E-4
Allocation and Performance by Region,Data,Ireland,0.0,0.0,0.0,0.0
Allocation and Performance by Region,Data,Netherlands,0.0,0.0,-345117.65,-0.48468228962034243
Allocation and Performance by Region,Data,Sweden,3.0634075000000004E-5,4.620069132860835E-11,3.715150000000025E-7,3.700034319113215E-12
Allocation and Performance by Region,Data,Switzerland,-3.21494E-5,-4.848602433074806E-11,-1.9429999999999914E-7,-3.6083687456251253E-12
Allocation and Performance by Region,Data,North America,6.313351565268031E7,95.21462845407757,1.3252840725508615E7,25.16234416346078
Allocation and Performance by Region,Data,Canada,3.4785500000000003E-6,5.246165089728695E-12,-102779.9999999979,-0.1443439526406523
Allocation and Performance by Region,Data,Mexico,-1.851795E-4,-2.7927792563953795E-10,-1.3933920000000109E-6,-2.116921510024354E-11
Allocation and Performance by Region,Data,United States,6.3133515652862005E7,95.2146284543516,1.3355620725510009E7,25.3066881161226
Allocation and Performance by Region,Data,Total,6.630652944587173E7,100.0,-4898393.323296271,-6.879290269263927
Allocation and Performance by Region,Header,Performance by Region,Period MTM,Period %
Allocation and Performance by Region,Data,Asia,895594.2315170013,1.395560151635955
Allocation and Performance by Region,Data,China,89684.30384999995,0.13539913189763997
Allocation and Performance by Region,Data,Hong Kong,129544.57600000002,0.10893448817594908
Allocation and Performance by Region,Data,Japan,7365.217567000004,0.006815396496628878
Allocation and Performance by Region,Data,Singapore,-51682.9358999998,-0.0945171295817393
Allocation and Performance by Region,Data,Taiwan,720683.0700000001,1.2431852808235
Allocation and Performance by Region,Data,Europe,12078.319999999998,0.021757959354262724
Allocation and Performance by Region,Data,Eurozone,0.0,-1.9839247256125958E-5
Allocation and Performance by Region,Data,Ireland,550.0,8.357182362139781E-4
Allocation and Performance by Region,Data,Netherlands,11528.319999999998,0.020942075271301874
Allocation and Performance by Region,Data,Sweden,0.0,5.10702591327572E-13
Allocation and Performance by Region,Data,Switzerland,0.0,-3.1086244689504383E-13
Allocation and Performance by Region,Data,North America,3676791.659000001,5.444056291458743
Allocation and Performance by Region,Data,Canada,5960.3499999999,0.009430184708647538
Allocation and Performance by Region,Data,Mexico,0.0,-2.431388423929093E-12
Allocation and Performance by Region,Data,United States,3670831.309000001,5.4361276586918805
Allocation and Performance by Region,Data,Total,4584464.210517001,6.593675941000177
Allocation and Performance by Sector,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Allocation and Performance by Sector,Header,Allocation by Sector,Ending NAV,Ending %,Period NAV,Period %
Allocation and Performance by Sector,Data,Basic Materials,0.0,0.0,-2.049135953E7,-28.77800962782988
Allocation and Performance by Sector,Data,Broad,0.0,0.0,-7.1106175524E7,-99.8613196372839
Allocation and Performance by Sector,Data,Consumer Cyclicals,0.0,0.0,-6011378.8115,-8.442364063770812
Allocation and Performance by Sector,Data,Consumer Non-Cyc,0.0,0.0,-1593526.5715,-2.237944385763737
Allocation and Performance by Sector,Data,Energy,0.0,0.0,-8591899.8,-12.066440726090255
Allocation and Performance by Sector,Data,Financials,0.0,0.0,-1.5849679396499999E7,-22.25924666456203
Allocation and Performance by Sector,Data,Government,0.0,0.0,-4584825.0,-6.438915768314331
Allocation and Performance by Sector,Data,Healthcare,0.0,0.0,-4868199.9,-6.836886707653236
Allocation and Performance by Sector,Data,Industrial,0.0,0.0,-2405600.0,-3.3784181015102983
Allocation and Performance by Sector,Data,Real Estate,0.0,0.0,-1893996.465,-2.65992348750936
Allocation and Performance by Sector,Data,Technology,0.0,0.0,-5.582411975749999E7,-78.39924205587657
Allocation and Performance by Sector,Data,Telecomm,0.0,0.0,-380880.0,-0.5349068367572508
Allocation and Performance by Sector,Data,Utilities,0.0,0.0,-454140.0,-0.6377929816344724
Allocation and Performance by Sector,Data,Unclassified,0.0,0.0,29737.5,0.04176326417262326
Allocation and Performance by Sector,Data,Total Sector,0.0,0.0,-1.94026043256E8,-272.48964778038356
Allocation and Performance by Sector,Data,Cash,6.630652944587173E7,100.0,1.8912764993270376E8,272.48964778038356
Allocation and Performance by Sector,Data,Total,6.630652944587173E7,100.0,-4898393.323296271,-6.879290269263927
Allocation and Performance by Sector,Header,Performance by Sector,Period MTM,Period %
Allocation and Performance by Sector,Data,Basic Materials,982781.2278,1.5099158818908665
Allocation and Performance by Sector,Data,Broad,1411490.8371999997,2.3723324588936556
Allocation and Performance by Sector,Data,Consumer Cyclicals,78068.36230000002,0.11092344477015015
Allocation and Performance by Sector,Data,Consumer Non-Cyc,5837.579281999999,0.020105069942077947
Allocation and Performance by Sector,Data,Energy,306849.11799999996,0.5660932482801417
Allocation and Performance by Sector,Data,Financials,437591.6173850002,0.8137808372101096
Allocation and Performance by Sector,Data,Government,15329.21,0.03342817612861371
Allocation and Performance by Sector,Data,Healthcare,164556.25100000005,0.2386439343324387
Allocation and Performance by Sector,Data,Industrial,202572.63000000006,0.3251091314014243
Allocation and Performance by Sector,Data,Real Estate,-45617.17200000001,-0.05093977385667303
Allocation and Performance by Sector,Data,Technology,477672.29954999965,0.9496234630927081
Allocation and Performance by Sector,Data,Telecomm,20705.249999999996,0.033265724961961674
Allocation and Performance by Sector,Data,Utilities,16592.0,0.0276264365287604
Allocation and Performance by Sector,Data,Unclassified,510035.0,0.8385448271880591
Allocation and Performance by Sector,Data,Total Sector,4584464.210517001,7.388389743033907
Allocation and Performance by Sector,Data,Cash,0.0,-0.7433361631765334
Allocation and Performance by Sector,Data,Total,4584464.210517001,6.593675941000177
Time Period Benchmark Comparison,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Time Period Benchmark Comparison,Header,Date,BM1,BM1Return,BM2,BM2Return,BM3,BM3Return,U8251256,U8251256Return
Time Period Benchmark Comparison,Data,01/01/25,SPXTR,0,EFA,0,VT,0,U8251256,0.000163132
Time Period Benchmark Comparison,Data,01/02/25,SPXTR,-0.218714325,EFA,-0.343869858,VT,-0.204290092,U8251256,1.688795575
Time Period Benchmark Comparison,Data,01/03/25,SPXTR,1.267504839,EFA,0.437956204,VT,1.032070966,U8251256,4.889207784
Time Period Benchmark Comparison,Data,01/06/25,SPXTR,0.561513557,EFA,0.951374207,VT,0.616293795,U8251256,3.161827411
Time Period Benchmark Comparison,Data,01/07/25,SPXTR,-1.109363162,EFA,-0.078534031,VT,-0.98170834,U8251256,-5.349043969
Time Period Benchmark Comparison,Data,01/08/25,SPXTR,0.158309434,EFA,-0.157191512,VT,0.033895433,U8251256,-0.627224888
Time Period Benchmark Comparison,Data,01/09/25,SPXTR,0,EFA,0,VT,0,U8251256,-0.058660114
Time Period Benchmark Comparison,Data,01/10/25,SPXTR,-1.521646955,EFA,-1.52191026,VT,-1.601016518,U8251256,-3.993698425
Time Period Benchmark Comparison,Data,01/13/25,SPXTR,0.157610263,EFA,-0.279776179,VT,0.034435262,U8251256,-2.177196959
Time Period Benchmark Comparison,Data,01/14/25,SPXTR,0.114920468,EFA,0.360721443,VT,0.344234079,U8251256,1.006110021
Time Period Benchmark Comparison,Data,01/15/25,SPXTR,1.841214623,EFA,1.277955272,VT,1.526586621,U8251256,6.647500711
Time Period Benchmark Comparison,Data,01/16/25,SPXTR,-0.209433939,EFA,0.512618297,VT,0.092921102,U8251256,0.785177358
Time Period Benchmark Comparison,Data,01/17/25,SPXTR,1.001135633,EFA,0.405387734,VT,0.835513545,U8251256,2.879511215
Time Period Benchmark Comparison,Data,01/20/25,SPXTR,0,EFA,0,VT,0,U8251256,0.383929848
Time Period Benchmark Comparison,Data,01/21/25,SPXTR,0.879382011,EFA,2.018754884,VT,1.213592233,U8251256,3.931523737
Time Period Benchmark Comparison,Data,01/22/25,SPXTR,0.615461958,EFA,-0.229797013,VT,0.256346647,U8251256,2.304676294
Time Period Benchmark Comparison,Data,01/23/25,SPXTR,0.53293501,EFA,0.81893794,VT,0.536126691,U8251256,0.610519795
Time Period Benchmark Comparison,Data,01/24/25,SPXTR,-0.276029139,EFA,0.558446503,VT,0.008204118,U8251256,-1.025376515
Time Period Benchmark Comparison,Data,01/27/25,SPXTR,-1.457230233,EFA,0,VT,-1.140278917,U8251256,-7.565892408
Cumulative Benchmark Comparison,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Cumulative Benchmark Comparison,Header,Date,BM1,BM1Return,BM2,BM2Return,BM3,BM3Return,U8251256,U8251256Return
Cumulative Benchmark Comparison,Data,01/01/25,SPXTR,0,EFA,0,VT,0,U8251256,0.000163132
Cumulative Benchmark Comparison,Data,01/02/25,SPXTR,-0.218714325,EFA,-0.343869858,VT,-0.204290092,U8251256,1.688961462
Cumulative Benchmark Comparison,Data,01/03/25,SPXTR,1.0460183,EFA,0.092580347,VT,0.825672455,U8251256,6.660746082
Cumulative Benchmark Comparison,Data,01/06/25,SPXTR,1.613405391,EFA,1.044835339,VT,1.447054818,U8251256,10.033174788
Cumulative Benchmark Comparison,Data,01/07/25,SPXTR,0.486143704,EFA,0.965480757,VT,0.45114062,U8251256,4.147451888
Cumulative Benchmark Comparison,Data,01/08/25,SPXTR,0.645222749,EFA,0.806771591,VT,0.485188968,U8251256,3.494213149
Cumulative Benchmark Comparison,Data,01/09/25,SPXTR,0.645222749,EFA,0.806771591,VT,0.485188968,U8251256,3.433503326
Cumulative Benchmark Comparison,Data,01/10/25,SPXTR,-0.886242218,EFA,-0.727417008,VT,-1.123595506,U8251256,-0.697318868
Cumulative Benchmark Comparison,Data,01/13/25,SPXTR,-0.730028764,EFA,-1.005158048,VT,-1.089547157,U8251256,-2.859333821
Cumulative Benchmark Comparison,Data,01/14/25,SPXTR,-0.615947248,EFA,-0.648062426,VT,-0.74906367,U8251256,-1.881991845
Cumulative Benchmark Comparison,Data,01/15/25,SPXTR,1.213926464,EFA,0.621610898,VT,0.766087845,U8251256,4.640403445
Cumulative Benchmark Comparison,Data,01/16/25,SPXTR,1.001950151,EFA,1.137415686,VT,0.859720804,U8251256,5.462016201
Cumulative Benchmark Comparison,Data,01/17/25,SPXTR,2.013116664,EFA,1.547414363,VT,1.702417433,U8251256,8.498806785
Cumulative Benchmark Comparison,Data,01/20/25,SPXTR,2.013116664,EFA,1.547414363,VT,1.702417433,U8251256,8.915366089
Cumulative Benchmark Comparison,Data,01/21/25,SPXTR,2.91020166,EFA,3.59740775,VT,2.936670072,U8251256,13.19739956
Cumulative Benchmark Comparison,Data,01/22/25,SPXTR,3.543574802,EFA,3.359344002,VT,3.200544774,U8251256,15.806233193
Cumulative Benchmark Comparison,Data,01/23/25,SPXTR,4.095394762,EFA,4.205792885,VT,3.753830439,U8251256,16.51325317
Cumulative Benchmark Comparison,Data,01/24/25,SPXTR,3.808061141,EFA,4.787726491,VT,3.762342526,U8251256,15.318553635
Cumulative Benchmark Comparison,Data,01/27/25,SPXTR,2.29533869,EFA,4.787726491,VT,2.579162411,U8251256,6.593675941
Risk Measures Benchmark Comparison,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Risk Measures Benchmark Comparison,Header,RiskRatio,BM1,BM1Return,BM2,BM2Return,BM3,BM3Return,Account,AccountReturn
Risk Measures Benchmark Comparison,Data,Ending VAMI:,SPXTR,1022.953386897,EFA,1047.877264912,VT,1025.791624106,U8251256,1065.93675941
Risk Measures Benchmark Comparison,Data,Max Drawdown:,SPXTR,2.459958507,EFA,2.028795812,VT,2.533982212,U8251256,11.716928675
Risk Measures Benchmark Comparison,Data,Peak-To-Valley:,SPXTR,20250106 - 20250110,EFA,20250106 - 20250113,VT,20250106 - 20250110,U8251256,20250106 - 20250113
Risk Measures Benchmark Comparison,Data,Recovery:,SPXTR,5 Days,EFA,3 Days,VT,5 Days,U8251256,6 Days
Risk Measures Benchmark Comparison,Data,Sharpe Ratio:,SPXTR,2.053906937,EFA,5.236497205,VT,2.566633806,U8251256,1.803239889
Risk Measures Benchmark Comparison,Data,Sortino Ratio:,SPXTR,3.066459566,EFA,9.988064561,VT,3.797480614,U8251256,2.54929978
Risk Measures Benchmark Comparison,Data,Standard Deviation:,SPXTR,0.838650567,EFA,0.716849019,VT,0.758856751,U8251256,3.380989129
Risk Measures Benchmark Comparison,Data,Downside Deviation:,SPXTR,0.561726049,EFA,0.375826354,VT,0.512894624,U8251256,2.391532965
Risk Measures Benchmark Comparison,Data,Correlation:,SPXTR,0.924990411,EFA,0.60090649,VT,0.911904487,U8251256,-
Risk Measures Benchmark Comparison,Data,Beta:,SPXTR,3.729065057,EFA,2.834150924,VT,4.06287373,U8251256,-
Risk Measures Benchmark Comparison,Data,Alpha:,SPXTR,-0.052665602,EFA,-0.732381718,VT,-0.292910649,U8251256,-
Risk Measures Benchmark Comparison,Data,Mean Return:,SPXTR,0.123030002,EFA,0.249003875,VT,0.136996138,U8251256,0.394307874
Risk Measures Benchmark Comparison,Data,Positive Periods:,SPXTR,13 (68.421052632),EFA,13 (68.421052632),VT,15 (78.947368421),U8251256,12 (63.157894737)
Risk Measures Benchmark Comparison,Data,Negative Periods:,SPXTR,6 (31.578947368),EFA,6 (31.578947368),VT,4 (21.052631579),U8251256,7 (36.842105263)
Performance Attribution vs. S&P 500,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Performance Attribution vs. S&P 500,Header,SubSection,Sector,AccountContributionToReturn,BM_ContributionToReturn,ContributionToReturnDifference
Performance Attribution vs. S&P 500,Data,Contribution To Return,Basic Materials,1.509915882,0.110515901,1.39939998
Performance Attribution vs. S&P 500,Data,Contribution To Return,Broad,2.372332459,0,2.372332459
Performance Attribution vs. S&P 500,Data,Contribution To Return,Consumer Cyclicals,0.110923445,0.500474562,-0.389551118
Performance Attribution vs. S&P 500,Data,Contribution To Return,Consumer Non-Cyc,0.02010507,0.218802008,-0.198696938
Performance Attribution vs. S&P 500,Data,Contribution To Return,Education,0,0,0
Performance Attribution vs. S&P 500,Data,Contribution To Return,Energy,0.566093248,0.167975753,0.398117495
Performance Attribution vs. S&P 500,Data,Contribution To Return,Financials,0.813780837,0.643825663,0.169955174
Performance Attribution vs. S&P 500,Data,Contribution To Return,Government,0.033428176,0,0.033428176
Performance Attribution vs. S&P 500,Data,Contribution To Return,Healthcare,0.238643934,0.714804201,-0.476160267
Performance Attribution vs. S&P 500,Data,Contribution To Return,Industrials,0.325109131,0.422690419,-0.097581287
Performance Attribution vs. S&P 500,Data,Contribution To Return,Institutions,0,0,0
Performance Attribution vs. S&P 500,Data,Contribution To Return,Real Estate,-0.050939774,0.038011418,-0.088951192
Performance Attribution vs. S&P 500,Data,Contribution To Return,Technology,0.949623463,-1.045018921,1.994642384
Performance Attribution vs. S&P 500,Data,Contribution To Return,Telecomm,0.033265725,0.462040937,-0.428775212
Performance Attribution vs. S&P 500,Data,Contribution To Return,Utilities,0.027626437,0.065013266,-0.03738683
Performance Attribution vs. S&P 500,Data,Contribution To Return,Cash,-0.743336163,0,-0.743336163
Performance Attribution vs. S&P 500,Data,Contribution To Return,Fund Cash,0,0,0
Performance Attribution vs. S&P 500,Data,Contribution To Return,Unclassified,0.838544827,0,0.838544827
Performance Attribution vs. S&P 500,Header,SubSection,Sector,Allocation,Selection,Total
Performance Attribution vs. S&P 500,Data,Attribution Effect,Basic Materials,1.311234086,-0.330889595,0.980344491
Performance Attribution vs. S&P 500,Data,Attribution Effect,Broad,0,2.38531862,2.38531862
Performance Attribution vs. S&P 500,Data,Attribution Effect,Consumer Cyclicals,-0.268773979,-0.095850628,-0.364624607
Performance Attribution vs. S&P 500,Data,Attribution Effect,Consumer Non-Cyc,-0.202582995,-0.070622656,-0.273205651
Performance Attribution vs. S&P 500,Data,Attribution Effect,Education,0,0,0
Performance Attribution vs. S&P 500,Data,Attribution Effect,Energy,0.75687315,-0.047286233,0.709586916
Performance Attribution vs. S&P 500,Data,Attribution Effect,Financials,1.180840851,-0.975520071,0.205320779
Performance Attribution vs. S&P 500,Data,Attribution Effect,Government,0,0.040316697,0.040316697
Performance Attribution vs. S&P 500,Data,Attribution Effect,Healthcare,-0.079057668,-0.225742304,-0.304799972
Performance Attribution vs. S&P 500,Data,Attribution Effect,Industrials,-0.157707536,0.037757258,-0.119950278
Performance Attribution vs. S&P 500,Data,Attribution Effect,Institutions,0,0,0
Performance Attribution vs. S&P 500,Data,Attribution Effect,Real Estate,0.001281024,0.030855531,0.032136555
Performance Attribution vs. S&P 500,Data,Attribution Effect,Technology,0.198571317,6.614115043,6.81268636
Performance Attribution vs. S&P 500,Data,Attribution Effect,Telecomm,-0.20197771,-0.026814305,-0.228792015
Performance Attribution vs. S&P 500,Data,Attribution Effect,Utilities,-0.025586555,0.011032262,-0.014554293
Performance Attribution vs. S&P 500,Data,Attribution Effect,Cash,0,-0.094440947,-0.094440947
Performance Attribution vs. S&P 500,Data,Attribution Effect,Fund Cash,0,0,0
Performance Attribution vs. S&P 500,Data,Attribution Effect,Unclassified,0,-0.455521692,-0.455521692
Performance by Asset Class,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Performance by Asset Class,Header,Date,Commodities,Equities,Fixed Income,Real Estate,Cash
Performance by Asset Class,Data,20250101,0,0.001921991,0,0.000257566,-0.002016425
Performance by Asset Class,Data,20250102,0.401080836,1.267725445,0.050411511,-0.01414991,-0.016272306
Performance by Asset Class,Data,20250103,-0.240687684,5.080569049,0.043200538,0.032539896,-0.026414016
Performance by Asset Class,Data,20250106,-0.038877137,3.345882574,-0.010032864,-0.024454551,-0.110690611
Performance by Asset Class,Data,20250107,0.155946096,-5.264467369,-0.188142482,-0.032304667,-0.020075548
Performance by Asset Class,Data,20250108,0.139423476,-0.70303348,0.00526938,-0.059993447,-0.008890817
Performance by Asset Class,Data,20250109,0,-0.017358802,0,-0.022925338,-0.018375975
Performance by Asset Class,Data,20250110,0.283693245,-4.077905057,-0.176944358,-0.030814856,0.0082726
Performance by Asset Class,Data,20250113,-0.275157599,-1.761208873,-0.061292536,0.013144991,-0.092682942
Performance by Asset Class,Data,20250114,0.151971086,0.836937206,0.039653303,0.023611259,-0.046062833
Performance by Asset Class,Data,20250115,0.235834569,6.063487372,0.34047969,0.044235624,-0.036536543
Performance by Asset Class,Data,20250116,0.165009754,0.570325507,0.071422969,0.013018708,-0.03459958
Performance by Asset Class,Data,20250117,-0.125908605,2.941449983,0.063420523,0.015599179,-0.015049865
Performance by Asset Class,Data,20250120,0,0.425311136,0,0.01482776,-0.056209048
Performance by Asset Class,Data,20250121,0.44754008,3.430963412,0.144253622,0.016544603,-0.107777981
Performance by Asset Class,Data,20250122,0.154836715,2.273413185,-0.073576258,-0.045783994,-0.004213353
Performance by Asset Class,Data,20250123,-0.023363153,0.723932574,-0.041896412,-0.023907337,-0.024245877
Performance by Asset Class,Data,20250124,0.153334831,-1.192695298,0.043282726,0.024365397,-0.053664172
Performance by Asset Class,Data,20250127,-0.144894421,-7.343555243,-0.002407642,0.005310662,-0.080345764
Performance by Asset Class,Data,Total,1.446087061,5.723053841,0.246248022,-0.050939774,-0.743336163
Performance by Financial Instrument,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Performance by Financial Instrument,Header,Date,ETFs,Futures,Futures Options,Options,Stocks,Cash
Performance by Financial Instrument,Data,20250101,0,0,0,0,0.002179557,-0.002016425
Performance by Financial Instrument,Data,20250102,0.425285949,-0.061148583,-0.033839702,0.038796286,1.335973932,-0.016272306
Performance by Financial Instrument,Data,20250103,1.541613795,0.307245744,0.228932463,-0.058097856,2.895927654,-0.026414016
Performance by Financial Instrument,Data,20250106,0.667191881,0.172498897,0.12411013,-0.2649811,2.573698213,-0.110690611
Performance by Financial Instrument,Data,20250107,-1.546059971,-0.297442216,-0.15424553,0.264100732,-3.595321435,-0.020075548
Performance by Financial Instrument,Data,20250108,0.004515331,0.006405818,-0.00104191,0.051416203,-0.679629513,-0.008890817
Performance by Financial Instrument,Data,20250109,-0.012563259,0,0,0.00780861,-0.03552949,-0.018375975
Performance by Financial Instrument,Data,20250110,-1.876001268,-0.47318382,-0.01583631,0.023745125,-1.660694752,0.0082726
Performance by Financial Instrument,Data,20250113,-0.226988512,-0.056761916,-0.006923456,0.330945763,-2.124785897,-0.092682942
Performance by Financial Instrument,Data,20250114,1.049650313,-0.017935074,-0.004675117,-0.025971875,0.051104607,-0.046062833
Performance by Financial Instrument,Data,20250115,3.196092452,0.603779888,0.061967834,0.163835591,2.658361489,-0.036536543
Performance by Financial Instrument,Data,20250116,0.249951224,-0.154282823,-0.028978439,-0.0043819,0.757468876,-0.03459958
Performance by Financial Instrument,Data,20250117,1.397214791,0.372622533,0.116909272,0.122190274,0.88562421,-0.015049865
Performance by Financial Instrument,Data,20250120,0.146197948,0,0,0.004598753,0.289342195,-0.056209048
Performance by Financial Instrument,Data,20250121,1.708670725,0.159245504,0.079509395,-0.01987033,2.111746423,-0.107777981
Performance by Financial Instrument,Data,20250122,0.256625963,0.203917889,0.084613352,-0.101912856,1.8656453,-0.004213353
Performance by Financial Instrument,Data,20250123,0.272083501,0.053756952,0.002776344,0.016503004,0.289645872,-0.024245877
Performance by Financial Instrument,Data,20250124,0.004551025,-0.089493913,-0.026422177,0.235663677,-1.096010955,-0.053664172
Performance by Financial Instrument,Data,20250127,-2.070654244,-0.262531276,-0.049499097,0.192121966,-5.294983993,-0.080345764
Performance by Financial Instrument,Data,Total,5.169063365,0.462174651,0.377427671,0.979257623,0.812213545,-0.743336163
Performance by Symbol,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Performance by Symbol,Header,Symbol,Description,FinancialInstrument,Sector,AvgWeight,Return,Contribution,Unrealized_P&L,Realized_P&L,Open
Performance by Symbol,Data,2828,HANGSENG CHINA ENT INDEX-HKD,ETFs,Broad,6.143050417,1.739703711,0.100084135,0.00,"627,004.13",No
Performance by Symbol,Data,3067,ISHARES HANG SENG TECH E-HKD,ETFs,Technology,1.081052287,4.834998362,0.051855216,0.00,"132,066.68",No
Performance by Symbol,Data,CWB,SPDR BLOOMBERG CONVERTIBLE S,ETFs,Broad,4.578258816,2.41000837,0.12032182,0.00,"331,837.58",No
Performance by Symbol,Data,DBA,INVESCO DB AGRICULTURE FUND,ETFs,Basic Materials,2.217251539,2.276877909,0.048905265,0.00,"100,732.78",No
Performance by Symbol,Data,DIA,SPDR DJIA TRUST,ETFs,Broad,1.301190845,3.547207949,0.048249651,0.00,"5,267.19",No
Performance by Symbol,Data,EPI,WISDOMTREE INDIA EARNINGS,ETFs,Broad,2.672160171,-5.346533377,-0.167998954,0.00,"-325,635.48",No
Performance by Symbol,Data,FPE,FT-PREFERRED SECUR & INC ETF,ETFs,Broad,4.661639241,0.135270142,-0.001794146,0.00,"-47,226.58",No
Performance by Symbol,Data,GLD,SPDR GOLD SHARES,ETFs,Basic Materials,26.020793638,4.898179189,1.264683704,0.00,"1,977,107.49",No
Performance by Symbol,Data,IAUM,ISHARES GOLD TRUST MICRO,ETFs,Basic Materials,2.22630406,5.059064926,0.11111063,0.00,"212,415.90",No
Performance by Symbol,Data,IBIT,ISHARES BITCOIN TRUST ETF,ETFs,Broad,4.639702807,8.636412873,0.425179395,0.00,"936,634.22",No
Performance by Symbol,Data,IGV,ISHARES EXPANDED TECH-SOFTWA,ETFs,Technology,1.650227719,-0.131422559,0.004715327,0.00,"-59,897.76",No
Performance by Symbol,Data,IJH,ISHARES CORE S&P MID-CAP ETF,ETFs,Broad,6.007257682,4.117942921,0.266529883,0.00,"138,171.07",No
Performance by Symbol,Data,ISTB,ISHARES CORE 1-5 YEAR USD BO,ETFs,Broad,1.517682937,-0.132215269,-0.001169595,0.00,356.73,No
Performance by Symbol,Data,IWM,ISHARES RUSSELL 2000 ETF,ETFs,Broad,12.157395541,2.79834138,0.378511952,0.00,"597,259.67",No
Performance by Symbol,Data,LQD,ISHARES IBOXX INVESTMENT GRA,ETFs,Broad,3.217377911,0.688073559,0.023942071,0.00,"-56,153.23",No
Performance by Symbol,Data,MBB,ISHARES MBS ETF,ETFs,Broad,0.552344537,0.395146297,0.002444968,0.00,"-2,699.49",No
Performance by Symbol,Data,QQQ,INVESCO QQQ TRUST SERIES 1,ETFs,Broad,48.230065136,1.659111787,0.960225963,0.00,"2,202,240.04",No
Performance by Symbol,Data,RSP,INVESCO S&P 500 EQUAL WEIGHT,ETFs,Broad,2.694539544,-1.163116053,-0.030983305,0.00,"-15,774.98",No
Performance by Symbol,Data,SHYD,VANECK SH HI YLD MUNI,ETFs,Broad,0.40924427,-0.322385311,-0.000883687,0.00,"-1,332.87",No
Performance by Symbol,Data,STIP,ISHARES 0-5 YEAR TIPS BOND E,ETFs,Broad,2.287058949,0.705581179,0.016579002,0.00,"10,979.59",No
Performance by Symbol,Data,TLT,ISHARES 20+ YEAR TREASURY BD,ETFs,Government,6.883254631,0.328565619,0.033428176,0.00,"-445,425.78",No
Performance by Symbol,Data,USHY,ISHARES BROAD USD HIGH YIELD,ETFs,Broad,2.236674514,1.415504234,0.033489995,0.00,"32,255.46",No
Performance by Symbol,Data,VCIT,VANGUARD INT-TERM CORPORATE,ETFs,Broad,3.62914631,0.530535487,0.020509297,0.00,"-9,610.67",No
