Introduction,Header,Name,Account,Alias,BaseCurrency,AccountType,AnalysisPeriod,PerformanceMeasure
Introduction,Data,Golden Horse Global Macro Discretionary Fund,U8251256,,USD,Separate Trading Limit,"February 3, 2025 to February 14, 2025 (Daily)",TWR
Key Statistics,MetaInfo,Analysis Period,"February 3, 2025 - February 14, 2025"
Key Statistics,Header,BeginningNAV,EndingNAV,CumulativeReturn,5DayReturn,5DayReturnDateRange,10DayReturn,10DayReturnDateRange,BestReturn,BestReturnDate,WorstReturn,WorstReturnDate,MTM,Deposits & Withdrawals,Dividends,Interest,Fees & Commissions,Other,ChangeInNAV
Key Statistics,Data,66302109.02544817,66615203.069839686,0.472223356,0.301267717,20250210 - 20250214,0.472223356,20250203 - 20250214,0.225987213,20250213,-0.002375159,20250211,126201.15,0,0,-472187.0256944,-3633.161035,662713.081120913,313094.044391513
Historical Performance Benchmark Comparison,MetaInfo,Analysis Period,"March 22, 2018 - February 14, 2025"
Historical Performance Benchmark Comparison,Header,Account,MTD,QTD,YTD,1 Year,3 Year,5 Year,Since Inception
Historical Performance Benchmark Comparison,Data,SPXTR,1.293912163,4.114679418,4.114679418,25.170743244,44.989106754,95.994413115,153.119963246
Historical Performance Benchmark Comparison,Data,EFA,3.394750126,8.358682714,8.358682714,13.793169829,18.248128157,36.631210686,44.094429987
Historical Performance Benchmark Comparison,Data,VT,1.998843644,5.115764385,5.115764385,20.935306099,29.774597955,65.116059779,90.670336396
Historical Performance Benchmark Comparison,Data,U8251256,0.472223343,7.089896376,7.089896376,57.219133476,39.911732877,-47.558549717,< -2000000
Historical Performance Benchmark Comparison,Data,202408,SPXTR,2.425637379,EFA,3.260328522,VT,2.333275292,U8251256,2.534542448
Historical Performance Benchmark Comparison,Data,202409,SPXTR,2.135700069,EFA,0.783321282,VT,2.19820701,U8251256,5.721671369
Historical Performance Benchmark Comparison,Data,202410,SPXTR,-0.906800168,EFA,-5.273227311,VT,-2.180451128,U8251256,4.061400202
Historical Performance Benchmark Comparison,Data,202411,SPXTR,5.870059726,EFA,-0.315576875,VT,4.142112905,U8251256,13.110219254
Historical Performance Benchmark Comparison,Data,202412,SPXTR,-2.383812664,EFA,-2.947885862,VT,-2.941840299,U8251256,-5.662999777
Historical Performance Benchmark Comparison,Data,202301,SPXTR,6.283428018,EFA,9.003656307,VT,7.645898596,U8251256,17.152703997
Historical Performance Benchmark Comparison,Data,202302,SPXTR,-2.439978463,EFA,-3.074772886,VT,-3.179564561,U8251256,-6.51015522
Historical Performance Benchmark Comparison,Data,202303,SPXTR,3.67143093,EFA,3.129055516,VT,2.846829159,U8251256,7.820084036
Historical Performance Benchmark Comparison,Data,202304,SPXTR,1.560891489,EFA,2.936241611,VT,1.422521446,U8251256,2.250874812
Historical Performance Benchmark Comparison,Data,202305,SPXTR,0.43468278,EFA,-4.007063298,VT,-1.209850107,U8251256,5.045564995
Historical Performance Benchmark Comparison,Data,202306,SPXTR,6.607554677,EFA,4.487244172,VT,5.815409179,U8251256,9.713233996
Historical Performance Benchmark Comparison,Data,202307,SPXTR,3.212453986,EFA,2.703448276,VT,3.722416993,U8251256,3.767786692
Historical Performance Benchmark Comparison,Data,202308,SPXTR,-1.592111704,EFA,-3.934998657,VT,-2.843224973,U8251256,-8.36982075
Historical Performance Benchmark Comparison,Data,202309,SPXTR,-4.767819331,EFA,-3.648818677,VT,-4.254791036,U8251256,-10.573094598
Historical Performance Benchmark Comparison,Data,202310,SPXTR,-2.102687001,EFA,-2.901915264,VT,-2.919081348,U8251256,-6.366372953
Historical Performance Benchmark Comparison,Data,202311,SPXTR,9.132586047,EFA,8.218768679,VT,9.009506964,U8251256,18.087668016
Historical Performance Benchmark Comparison,Data,202312,SPXTR,4.543061964,EFA,5.36389791,VT,5.154049372,U8251256,41.237514541
Historical Performance Benchmark Comparison,Data,202201,SPXTR,-5.174682327,EFA,-3.634977123,VT,-4.579726333,U8251256,-15.860769446
Historical Performance Benchmark Comparison,Data,202202,SPXTR,-2.99421748,EFA,-3.42917436,VT,-2.770461418,U8251256,-5.768206802
Historical Performance Benchmark Comparison,Data,202203,SPXTR,3.713000892,EFA,0.518983884,VT,1.886300543,U8251256,2.063768473
Historical Performance Benchmark Comparison,Data,202204,SPXTR,-8.720162562,EFA,-6.739130435,VT,-8.095567183,U8251256,-18.135394201
Historical Performance Benchmark Comparison,Data,202205,SPXTR,0.183403954,EFA,1.995920746,VT,0.494145451,U8251256,-2.226562338
Historical Performance Benchmark Comparison,Data,202206,SPXTR,-8.254367238,EFA,-8.724869642,VT,-8.135387423,U8251256,-13.935406872
Historical Performance Benchmark Comparison,Data,202207,SPXTR,9.220447292,EFA,5.168827012,VT,6.983829388,U8251256,15.909445086
Historical Performance Benchmark Comparison,Data,202208,SPXTR,-4.078135631,EFA,-6.116859404,VT,-4.052573932,U8251256,-12.427437631
Historical Performance Benchmark Comparison,Data,202209,SPXTR,-9.209951256,EFA,-9.222042139,VT,-9.53196363,U8251256,-11.461498436
Historical Performance Benchmark Comparison,Data,202210,SPXTR,8.096128705,EFA,5.891805035,VT,6.376774848,U8251256,4.708405787
Historical Performance Benchmark Comparison,Data,202211,SPXTR,5.588475063,EFA,13.168099815,VT,8.282683828,U8251256,3.371484046
Historical Performance Benchmark Comparison,Data,202212,SPXTR,-5.761465776,EFA,-1.817759999,VT,-4.432975978,U8251256,-16.396197542
Historical Performance Benchmark Comparison,Data,202101,SPXTR,-1.009620651,EFA,-0.78125,VT,-0.226830849,U8251256,-0.175444373
Historical Performance Benchmark Comparison,Data,202102,SPXTR,2.757449867,EFA,2.23787816,VT,2.674028364,U8251256,-7.532891569
Historical Performance Benchmark Comparison,Data,202103,SPXTR,4.37955557,EFA,2.513173895,VT,2.849812586,U8251256,-3.565930062
Historical Performance Benchmark Comparison,Data,202104,SPXTR,5.336906808,EFA,2.952418611,VT,4.131976565,U8251256,14.456255116
Historical Performance Benchmark Comparison,Data,202105,SPXTR,0.698419942,EFA,3.482268596,VT,1.579311026,U8251256,1.381245166
Historical Performance Benchmark Comparison,Data,202106,SPXTR,2.334539071,EFA,-1.081906136,VT,1.17512798,U8251256,1.994139339
Historical Performance Benchmark Comparison,Data,202107,SPXTR,2.375435826,EFA,0.773326572,VT,0.617700994,U8251256,4.729317886
Historical Performance Benchmark Comparison,Data,202108,SPXTR,3.040563788,EFA,1.446722858,VT,2.263788969,U8251256,7.972387806
Historical Performance Benchmark Comparison,Data,202109,SPXTR,-4.650938456,EFA,-3.26140873,VT,-4.100823139,U8251256,-12.089135705
Historical Performance Benchmark Comparison,Data,202110,SPXTR,7.006135747,EFA,3.179079605,VT,5.145831287,U8251256,15.850365828
Historical Performance Benchmark Comparison,Data,202111,SPXTR,-0.692881677,EFA,-4.534724811,VT,-2.615111609,U8251256,0.423867869
Historical Performance Benchmark Comparison,Data,202112,SPXTR,4.481640621,EFA,4.408873755,VT,3.813091871,U8251256,-1.92338001
Historical Performance Benchmark Comparison,Data,202001,SPXTR,-0.039215267,EFA,-2.822580645,VT,-1.555747623,U8251256,-0.133336518
Historical Performance Benchmark Comparison,Data,202002,SPXTR,-8.231872996,EFA,-7.765263782,VT,-7.22438229,U8251256,-68.987227366
Historical Performance Benchmark Comparison,Data,202003,SPXTR,-12.351353105,EFA,-14.106683805,VT,-14.757098812,U8251256,-18.029591811
Historical Performance Benchmark Comparison,Data,202004,SPXTR,12.819403325,EFA,5.817433595,VT,10.366242038,U8251256,-0.726687324
Historical Performance Benchmark Comparison,Data,202005,SPXTR,4.76274585,EFA,5.42690472,VT,5.208483624,U8251256,-6.526991251
Historical Performance Benchmark Comparison,Data,202006,SPXTR,1.98882111,EFA,3.504830576,VT,3.066893906,U8251256,-0.379110683
Historical Performance Benchmark Comparison,Data,202007,SPXTR,5.638517114,EFA,1.938557582,VT,5.294117647,U8251256,1.374445332
Historical Performance Benchmark Comparison,Data,202008,SPXTR,7.187982968,EFA,4.721998388,VT,6.005586592,U8251256,1.530048647
Historical Performance Benchmark Comparison,Data,202009,SPXTR,-3.799719415,EFA,-2.046783626,VT,-2.925005953,U8251256,0.371077229
Historical Performance Benchmark Comparison,Data,202010,SPXTR,-2.659264644,EFA,-3.550667714,VT,-2.046130952,U8251256,-4.619348577
Historical Performance Benchmark Comparison,Data,202011,SPXTR,10.946362497,EFA,14.269424988,VT,12.36865426,U8251256,16.324321124
Historical Performance Benchmark Comparison,Data,202012,SPXTR,3.844856706,EFA,5.015508303,VT,4.936550816,U8251256,3.93157722
Historical Performance Benchmark Comparison,Data,201901,SPXTR,8.013490576,EFA,6.634909833,VT,7.989611977,U8251256,-5.738765425
Historical Performance Benchmark Comparison,Data,201902,SPXTR,3.210844727,EFA,2.53669432,VT,2.815108219,U8251256,-193.738266973
Historical Performance Benchmark Comparison,Data,201903,SPXTR,1.943133165,EFA,0.918002178,VT,1.06481853,U8251256,21.373603441
Historical Performance Benchmark Comparison,Data,201904,SPXTR,4.048929642,EFA,2.929386371,VT,3.471368047,U8251256,23.897183728
Historical Performance Benchmark Comparison,Data,201905,SPXTR,-6.354802751,EFA,-5.032953865,VT,-5.970149254,U8251256,0.848185471
Historical Performance Benchmark Comparison,Data,201906,SPXTR,7.047671159,EFA,5.910229429,VT,6.368666322,U8251256,0.755986999
Historical Performance Benchmark Comparison,Data,201907,SPXTR,1.437312233,EFA,-1.947360414,VT,0,U8251256,-0.451410172
Historical Performance Benchmark Comparison,Data,201908,SPXTR,-1.584136609,EFA,-1.923972071,VT,-2.102182012,U8251256,-7118.630263027
Historical Performance Benchmark Comparison,Data,201909,SPXTR,1.871069796,EFA,3.16405632,VT,2.276083032,U8251256,-185.475119476
Historical Performance Benchmark Comparison,Data,201910,SPXTR,2.165899154,EFA,3.389050759,VT,2.793370756,U8251256,-7.990707231
Historical Performance Benchmark Comparison,Data,201911,SPXTR,3.629903905,EFA,1.12726194,VT,2.561435444,U8251256,3.190902539
Historical Performance Benchmark Comparison,Data,201912,SPXTR,3.018284823,EFA,2.982980628,VT,3.451526318,U8251256,-8.191300608
Historical Performance Benchmark Comparison,Data,201801,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,201802,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,201803,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,201804,SPXTR,0.383709085,EFA,1.521239954,VT,0.421024039,U8251256,-6.51496234
Historical Performance Benchmark Comparison,Data,201805,SPXTR,2.408223314,EFA,-1.894260673,VT,0.568028131,U8251256,8.66924676
Historical Performance Benchmark Comparison,Data,201806,SPXTR,0.615445366,EFA,-1.566973525,VT,-0.599611694,U8251256,-0.841013687
Historical Performance Benchmark Comparison,Data,201807,SPXTR,3.721478724,EFA,2.852023294,VT,2.87583481,U8251256,-0.683938802
Historical Performance Benchmark Comparison,Data,201808,SPXTR,3.258401862,EFA,-2.235772358,VT,0.861155273,U8251256,-32.225149888
Historical Performance Benchmark Comparison,Data,201809,SPXTR,0.569204998,EFA,0.965250965,VT,0.079409222,U8251256,-0.006173243
Historical Performance Benchmark Comparison,Data,201810,SPXTR,-6.835004216,EFA,-8.133549051,VT,-7.820123961,U8251256,-0.112637554
Historical Performance Benchmark Comparison,Data,201811,SPXTR,2.037809922,EFA,0.496317643,VT,1.731044349,U8251256,288321.991821147
Historical Performance Benchmark Comparison,Data,201812,SPXTR,-9.028985692,EFA,-5.350586032,VT,-7.223237362,U8251256,27.836542627
Historical Performance Benchmark Comparison,Header,Quarter,BM1,BM1Return,BM2,BM2Return,BM3,BM3Return,Account,AccountReturn
Historical Performance Benchmark Comparison,Data,2025 Q1,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,2025 Q2,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,2025 Q3,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,2025 Q4,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,2024 Q1,SPXTR,10.555944472,EFA,5.98540146,VT,7.825031186,U8251256,-4.696566439
Historical Performance Benchmark Comparison,Data,2024 Q2,SPXTR,4.283751225,EFA,-0.184592342,VT,2.451518568,U8251256,8.070677052
Historical Performance Benchmark Comparison,Data,2024 Q3,SPXTR,5.886547159,EFA,6.766245372,VT,6.653442705,U8251256,8.487287881
Historical Performance Benchmark Comparison,Data,2024 Q4,SPXTR,2.409171269,EFA,-8.355787953,VT,-1.125547252,U8251256,11.038496257
Historical Performance Benchmark Comparison,Data,2023 Q1,SPXTR,7.497046962,EFA,8.957952468,VT,7.190284991,U8251256,18.090897066
Historical Performance Benchmark Comparison,Data,2023 Q2,SPXTR,8.742220852,EFA,3.245435481,VT,6.022236996,U8251256,17.842994683
Historical Performance Benchmark Comparison,Data,2023 Q3,SPXTR,-3.273439355,EFA,-4.937931034,VT,-3.514340358,U8251256,-14.970565242
Historical Performance Benchmark Comparison,Data,2023 Q4,SPXTR,11.691579951,EFA,10.714647224,VT,11.281828811,U8251256,56.165990264
Historical Performance Benchmark Comparison,Data,2022 Q1,SPXTR,-4.598516026,EFA,-6.456532791,VT,-5.473260959,U8251256,-19.077816739
Historical Performance Benchmark Comparison,Data,2022 Q2,SPXTR,-16.101143432,EFA,-13.177012549,VT,-15.155153455,U8251256,-31.112316659
Historical Performance Benchmark Comparison,Data,2022 Q3,SPXTR,-4.882634864,EFA,-10.369659145,VT,-7.136161401,U8251256,-10.129108122
Historical Performance Benchmark Comparison,Data,2022 Q4,SPXTR,7.561086604,EFA,17.657417405,VT,10.081386951,U8251256,-9.508387097
Historical Performance Benchmark Comparison,Data,2021 Q1,SPXTR,6.174872895,EFA,3.988486842,VT,5.360512266,U8251256,-10.986647375
Historical Performance Benchmark Comparison,Data,2021 Q2,SPXTR,8.54890708,EFA,5.384862621,VT,7.019554121,U8251256,18.351119594
Historical Performance Benchmark Comparison,Data,2021 Q3,SPXTR,0.582033775,EFA,-1.102941176,VT,-1.324087973,U8251256,-0.591497713
Historical Performance Benchmark Comparison,Data,2021 Q4,SPXTR,11.027112241,EFA,2.842941409,VT,6.300609736,U8251256,14.103730722
Historical Performance Benchmark Comparison,Data,2020 Q1,SPXTR,-19.598020621,EFA,-23.012672811,VT,-22.145729091,U8251256,-74.612599553
Historical Performance Benchmark Comparison,Data,2020 Q2,SPXTR,20.543346239,EFA,15.470035457,VT,19.675762797,U8251256,-7.558038785
Historical Performance Benchmark Comparison,Data,2020 Q3,SPXTR,8.929305206,EFA,4.567110235,VT,8.352824238,U8251256,3.307456842
Historical Performance Benchmark Comparison,Data,2020 Q4,SPXTR,12.14829675,EFA,15.739794304,VT,15.503078502,U8251256,15.313015375
Historical Performance Benchmark Comparison,Data,2019 Q1,SPXTR,13.647872686,EFA,10.343654304,VT,12.211900562,U8251256,-207.244317435
Historical Performance Benchmark Comparison,Data,2019 Q2,SPXTR,4.303852441,EFA,3.526187879,VT,3.490301428,U8251256,25.89265274
Historical Performance Benchmark Comparison,Data,2019 Q3,SPXTR,1.69830322,EFA,-0.791115168,VT,0.126053612,U8251256,5872.101682373
Historical Performance Benchmark Comparison,Data,2019 Q4,SPXTR,9.070014762,EFA,7.673357141,VT,9.065175033,U8251256,-12.832028725
Historical Performance Benchmark Comparison,Data,2018 Q1,SPXTR,-,EFA,-,VT,-,U8251256,-
Historical Performance Benchmark Comparison,Data,2018 Q2,SPXTR,3.433858026,EFA,-1.962513815,VT,0.385887199,U8251256,0.735104775
Historical Performance Benchmark Comparison,Data,2018 Q3,SPXTR,7.710766367,EFA,1.523070031,VT,3.844151889,U8251256,-32.692843677
Historical Performance Benchmark Comparison,Data,2018 Q4,SPXTR,-13.519750426,EFA,-12.617389105,VT,-12.998080032,U8251256,368193.398055844
Historical Performance Benchmark Comparison,Header,Year,BM1,BM1Return,BM2,BM2Return,BM3,BM3Return,Account,AccountReturn
Historical Performance Benchmark Comparison,Data,YTD,SPXTR,4.114679418,EFA,8.358682714,VT,5.115764385,U8251256,7.089896376
Historical Performance Benchmark Comparison,Data,2024,SPXTR,25.019679836,EFA,3.510080369,VT,16.492231338,U8251256,24.070588942
Historical Performance Benchmark Comparison,Data,2023,SPXTR,26.287658871,EFA,18.39739215,VT,22.022358083,U8251256,84.788927
Historical Performance Benchmark Comparison,Data,2022,SPXTR,-18.11088748,EFA,-14.350950515,VT,-18.013816767,U8251256,-54.664693941
Historical Performance Benchmark Comparison,Data,2021,SPXTR,28.705368362,EFA,11.460595192,VT,18.273627086,U8251256,19.495322139
Historical Performance Benchmark Comparison,Data,2020,SPXTR,18.398826899,EFA,7.588624171,VT,16.606414531,U8251256,-72.042561161
Historical Performance Benchmark Comparison,Data,2019,SPXTR,31.486370987,EFA,22.027132795,VT,26.815334006,U8251256,-7128.437807914
Open Position Summary,MetaInfo,Analysis Period,"February 14, 2025"
Open Position Summary,Header,Date,FinancialInstrument,Currency,Symbol,Description,Sector,Quantity,ClosePrice,Value,Cost Basis,UnrealizedP&L,FXRateToBase
Open Position Summary,Data,02/14/2025,ETFs,USD,SGOV,ISHARES 0-3 MONTH TREASURY B,Government,625000,100.5,62812500,62715754.211603,96745.788397,1
Open Position Summary,Data,Total,ETFs,USD,,,,,,62812500,62715754.211603,96745.788397
Open Position Summary,Data,02/14/2025,Options,USD,NVDA  260116C00110000,NVDA 16JAN26 110 C,Technology,10,43.5595,43559.5,30856.9525,12702.5475,1
Open Position Summary,Data,Total,Options,USD,,,,,,43559.5,30856.9525,12702.5475
Open Position Summary,Data,02/14/2025,Cash,EUR,EUR,Euro,Cash,-2.627642,1.0492,-2.756921986, , ,1.0492
Open Position Summary,Data,02/14/2025,Cash,HKD,HKD,Hong Kong Dollar,Cash,23867648.274824,0.12846,3066038.097383891, , ,0.12846
Open Position Summary,Data,02/14/2025,Cash,JPY,JPY,Japanese Yen,Cash,8325358.13586,0.0065653,54658.473769362, , ,0.0065653
Open Position Summary,Data,02/14/2025,Cash,SGD,SGD,Singapore Dollar,Cash,53113.406658,0.74652,39650.22033833, , ,0.74652
Open Position Summary,Data,02/14/2025,Cash,USD,USD,United States Dollar,Cash,598799.535456,1,598799.535456, , ,1
Open Position Summary,Data,Total,Cash,USD,,,,,,3759143.570025596, , 
Concentration,MetaInfo,Analysis Period,"February 14, 2025"
Concentration,Header,SubSection,Symbol,Description,Sector,LongValue,ShortValue,NetValue,LongParsedWeight,ShortParsedWeight,NetParsedWeight
Concentration,Data,Holdings,B 02/18/25,B 02/18/25,Unclassified,7599259.885989375,0,7599259.885989375,10.330089278,-0,11.407696045
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,7599259.885989375,0,7599259.885989375,,,11.407696045
Concentration,Data,Holdings,B 02/11/25,B 02/11/25,Unclassified,7482930.903331875,0,7482930.903331875,10.171956934,-0,11.233067766
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,7482930.903331875,0,7482930.903331875,,,11.233067766
Concentration,Data,Holdings,B 03/18/25,B 03/18/25,Unclassified,7480355.58568125,0,7480355.58568125,10.168456164,-0,11.229201805
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,7480355.58568125,0,7480355.58568125,,,11.229201805
Concentration,Data,Holdings,B 03/11/25,B 03/11/25,Unclassified,7478031.518533126,0,7478031.518533126,10.165296933,-0,11.225713011
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,7478031.518533126,0,7478031.518533126,,,11.225713011
Concentration,Data,Holdings,B 02/04/25,B 02/04/25,Unclassified,6768500.099473125,0,6768500.099473125,9.200792097,-0,10.16059366
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,6768500.099473125,0,6768500.099473125,,,10.16059366
Concentration,Data,Holdings,B 03/04/25,B 03/04/25,Unclassified,6576419.090311875,0,6576419.090311875,8.939685884,-0,9.872249558
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,6576419.090311875,0,6576419.090311875,,,9.872249558
Concentration,Data,Holdings,Other Assets less Liabilities,Other Assets less Liabilities,Unclassified,0,-6187546.1250675,-6187546.1250675,0,89.040759992,-9.288489474
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,0,-6187546.1250675,-6187546.1250675,,,-9.288489474
Concentration,Data,Holdings,Unknown United States of America (Government) 0% 01-APR-2025,United States of America (Government) 0% 01-APR-2025,Unclassified,5989749.166974375,0,5989749.166974375,8.142193395,-0,8.991564825
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,5989749.166974375,0,5989749.166974375,,,8.991564825
Concentration,Data,Holdings,CASH,Cash,Cash,3767276.478765292,-761570.353297482,3005706.125467809,5.121064807,10.959240008,4.512042277
Concentration,Data,Holdings,    Self,Cash,Cash,3767276.478765292,-8132.908925607,3759143.569839684,,,5.643071546
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,0,-753437.444371875,-753437.444371875,,,-1.131029269
Concentration,Data,Holdings,B 04/03/25,B 04/03/25,Unclassified,2715641.05627125,0,2715641.05627125,3.691519303,-0,4.076608538
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,2715641.05627125,0,2715641.05627125,,,4.076608538
Concentration,Data,Holdings,B 02/25/25,B 02/25/25,Unclassified,2203906.595304375,0,2203906.595304375,2.995890683,-0,3.308413836
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,2203906.595304375,0,2203906.595304375,,,3.308413836
Concentration,Data,Holdings,B 03/06/25,B 03/06/25,Unclassified,2088645.4272825,0,2088645.4272825,2.839209878,-0,3.135388516
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,2088645.4272825,0,2088645.4272825,,,3.135388516
Concentration,Data,Holdings,United States of America (Government) 0% 13-FEB-2025,United States of America (Government) 0% 13-FEB-2025,Unclassified,2022252.481996875,0,2022252.481996875,2.748958319,-0,3.035722161
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,2022252.481996875,0,2022252.481996875,,,3.035722161
Concentration,Data,Holdings,B 03/25/25,B 03/25/25,Unclassified,1946186.392365,0,1946186.392365,2.645557526,-0,2.921534879
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,1946186.392365,0,1946186.392365,,,2.921534879
Concentration,Data,Holdings,B 05/01/25,B 05/01/25,Unclassified,1735638.47127,0,1735638.47127,2.35934823,-0,2.605469009
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,1735638.47127,0,1735638.47127,,,2.605469009
Concentration,Data,Holdings,B 02/20/25,B 02/20/25,Unclassified,1695061.51511625,0,1695061.51511625,2.304189756,-0,2.544556553
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,1695061.51511625,0,1695061.51511625,,,2.544556553
Concentration,Data,Holdings,B 04/24/25,B 04/24/25,Unclassified,1555240.610475,0,1555240.610475,2.114123559,-0,2.334663168
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,1555240.610475,0,1555240.610475,,,2.334663168
Concentration,Data,Holdings,United States of America (Government) 0% 13-MAR-2025,United States of America (Government) 0% 13-MAR-2025,Unclassified,1381124.0122425,0,1381124.0122425,1.877437351,-0,2.0732865
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,1381124.0122425,0,1381124.0122425,,,2.0732865
Concentration,Data,Holdings,B 02/06/25,B 02/06/25,Unclassified,1350157.387809375,0,1350157.387809375,1.835342726,-0,2.026800679
Concentration,Data,Holdings,    SGOV,ISHARES 0-3 MONTH TREASURY B,Government,1350157.387809375,0,1350157.387809375,,,2.026800679
